"site","year","sp","ab"
"NLA06608-0012",2007,"Anabaena",199.1890881
"NLA06608-0012",2007,"Aphanizomenon",764.8860982
"NLA06608-0012",2007,"Chlamydomonas",15.93512705
"NLA06608-0012",2007,"Chlorophyta coccoid",131.4647981
"NLA06608-0012",2007,"Closterium",3.983781762
"NLA06608-0012",2007,"Coelastrum",3.983781762
"NLA06608-0012",2007,"Cryptomonas",11.95134528
"NLA06608-0012",2007,"Cyclotella",227.0755604
"NLA06608-0012",2007,"Dactylococcopsis",3.983781762
"NLA06608-0012",2007,"Melosira",573.6645737
"NLA06608-0012",2007,"Nitzschia",19.91890881
"NLA06608-0012",2007,"Oocystis",39.83781762
"NLA06608-0012",2007,"Schroederia",59.75672642
"NLA06608-0012",2007,"Trachelomonas",19.91890881
"NLA06608-0013",2007,"Asterionella",9.710468044
"NLA06608-0013",2007,"Botryococcus",34.85809041
"NLA06608-0013",2007,"Chlamydomonas",0.99594544
"NLA06608-0013",2007,"Chlorococcum",0.49797272
"NLA06608-0013",2007,"Chlorophyta coccoid",9.710468044
"NLA06608-0013",2007,"Chroococcus",24.89863601
"NLA06608-0013",2007,"Chrysococcus",1.2449318
"NLA06608-0013",2007,"Coelastrum",29.87836321
"NLA06608-0013",2007,"Cryptomonas",16.68208613
"NLA06608-0013",2007,"Diatoms (dead)",0.49797272
"NLA06608-0013",2007,"Dinobryon",1.493918161
"NLA06608-0013",2007,"Eudorina",24.89863601
"NLA06608-0013",2007,"Euglena",0.49797272
"NLA06608-0013",2007,"Gloeocapsa",3.983781762
"NLA06608-0013",2007,"Gomphosphaeria",9.710468044
"NLA06608-0013",2007,"Mallomonas",4.232768122
"NLA06608-0013",2007,"Merismopedia",9.959454404
"NLA06608-0013",2007,"Microcystis",74.69590803
"NLA06608-0013",2007,"Nitzschia",7.718577163
"NLA06608-0013",2007,"Ochromonas",1.742904521
"NLA06608-0013",2007,"Oocystis",0.99594544
"NLA06608-0013",2007,"Oscillatoria",70.96111263
"NLA06608-0013",2007,"Peridinium",0.99594544
"NLA06608-0013",2007,"Planktolyngbya",8.465536243
"NLA06608-0013",2007,"Sphaerocystis",16.43309977
"NLA06608-0013",2007,"Staurastrum",0.49797272
"NLA06608-0013",2007,"Synedra",0.24898636
"NLA06608-0013",2007,"Synura",14.93918161
"NLA06608-0013",2007,"Trachelomonas",1.2449318
"NLA06608-0014",2007,"Anabaena circinalis",69.34827156
"NLA06608-0014",2007,"Anabaena spiroides var crassa",52.83677833
"NLA06608-0014",2007,"Aphanocapsa",155.2080364
"NLA06608-0014",2007,"Botryococcus",2311.609052
"NLA06608-0014",2007,"Chroococcus",634.04134
"NLA06608-0014",2007,"Chroococcus dispersus",475.531005
"NLA06608-0014",2007,"Coelomoron",4121.26871
"NLA06608-0014",2007,"Cosmarium",13.20919458
"NLA06608-0014",2007,"Cryptomonas",112.278154
"NLA06608-0014",2007,"Cryptomonas sp. 4",6.604597292
"NLA06608-0014",2007,"Cyclotella",6.604597292
"NLA06608-0014",2007,"Diatoms (dead)",3.302298646
"NLA06608-0014",2007,"Elakatothrix",6.604597292
"NLA06608-0014",2007,"Epithemia",3.302298646
"NLA06608-0014",2007,"Komma",39.62758375
"NLA06608-0014",2007,"Leptolyngbya",924.6436208
"NLA06608-0014",2007,"Planktothrix",686.8781183
"NLA06608-0014",2007,"Pseudanabaena",594.4137562
"NLA06608-0014",2007,"Tetraedron minutum",3.302298646
"NLA06608-0014",2007,"Trachelomonas",13.20919458
"NLA06608-0015",2007,"Chroomonas acuta",67.55555556
"NLA06608-0015",2007,"Cryptomonas",202.6666667
"NLA06608-0015",2007,"Discostella",33.77777778
"NLA06608-0015",2007,"Gymnodinium sp. (large)",50.66666667
"NLA06608-0015",2007,"Gymnodinium sp. (small)",776.8888889
"NLA06608-0015",2007,"Heterocontophyta",2955.555556
"NLA06608-0015",2007,"Oscillatoria sp. (small)",557.3333333
"NLA06608-0015",2007,"Peridinium",118.2222222
"NLA06608-0015",2007,"Pyrenomonas",16.88888889
"NLA06608-0015",2007,"Synechococcus",3124.444444
"NLA06608-0015",2007,"Trachelomonas",33.77777778
"NLA06608-0016",2007,"Achnanthidium",12.80483148
"NLA06608-0016",2007,"Amphora",12.80483148
"NLA06608-0016",2007,"Anabaena circinalis",76.8289889
"NLA06608-0016",2007,"Anabaena spiroides var crassa",563.4125853
"NLA06608-0016",2007,"Anabaena torulosa 2",179.2676408
"NLA06608-0016",2007,"Aphanizomenon",153.6579778
"NLA06608-0016",2007,"Aphanocapsa",96.03623613
"NLA06608-0016",2007,"Aulacoseira",371.340113
"NLA06608-0016",2007,"Ceratium hirundinella",25.60966297
"NLA06608-0016",2007,"Chlamydomonas",12.80483148
"NLA06608-0016",2007,"Coelastrum microporum",409.7546075
"NLA06608-0016",2007,"Cosmarium",12.80483148
"NLA06608-0016",2007,"Cosmarium garrolense",6.402415742
"NLA06608-0016",2007,"Crucigenia tetrapedia",460.9739334
"NLA06608-0016",2007,"Cryptomonas",19.20724723
"NLA06608-0016",2007,"Cryptomonas sp. 4",12.80483148
"NLA06608-0016",2007,"Diatoms (dead)",217.6821352
"NLA06608-0016",2007,"Dinobryon eurystoma",102.4386519
"NLA06608-0016",2007,"Fragilaria",685.0584844
"NLA06608-0016",2007,"Nitzschia",38.41449445
"NLA06608-0016",2007,"Ochromonas",25.60966297
"NLA06608-0016",2007,"Oocystis solitaria",102.4386519
"NLA06608-0016",2007,"Peridiniopsis",6.402415742
"NLA06608-0016",2007,"Sphaerocystis schroeteri",307.3159556
"NLA06608-0016",2007,"Staurosira",19.20724723
"NLA06608-0016",2007,"Stephanodiscus",51.21932593
"NLA06608-0016",2007,"Synedra",25.60966297
"NLA06608-0016",2007,"Trachelomonas",76.8289889
"NLA06608-0019",2007,"Achnanthidium",4.297511936
"NLA06608-0019",2007,"Ankistrodesmus falcatus",68.76019098
"NLA06608-0019",2007,"Aphanizomenon",60.16516711
"NLA06608-0019",2007,"Aphanocapsa",163.3054536
"NLA06608-0019",2007,"Aphanocapsa holsatica",34.38009549
"NLA06608-0019",2007,"Aulacoseira",2.148755968
"NLA06608-0019",2007,"Chroococcus dispersus",68.76019098
"NLA06608-0019",2007,"Closteriopsis",47.2726313
"NLA06608-0019",2007,"Cosmarium",12.89253581
"NLA06608-0019",2007,"Cryptomonas",60.16516711
"NLA06608-0019",2007,"Cryptomonas sp. 4",4.297511936
"NLA06608-0019",2007,"Cyclotella",19.33880371
"NLA06608-0019",2007,"Elakatothrix",55.86765517
"NLA06608-0019",2007,"Komma",111.7353103
"NLA06608-0019",2007,"Leptolyngbya",283.6357878
"NLA06608-0019",2007,"Mallomonas",8.595023873
"NLA06608-0019",2007,"Oocystis solitaria",34.38009549
"NLA06608-0019",2007,"Pediastrum boryanum",150.4129178
"NLA06608-0019",2007,"Pediastrum duplex",79.50397082
"NLA06608-0019",2007,"Pediastrum duplex var clathratum",60.16516711
"NLA06608-0019",2007,"Pediastrum duplex var gracillimum ",73.05770292
"NLA06608-0019",2007,"Synura",32.23133952
"NLA06608-0020",2007,"Anabaena",253.3333333
"NLA06608-0020",2007,"Ankistrodesmus",33.77777778
"NLA06608-0020",2007,"Aphanizomenon",641.7777778
"NLA06608-0020",2007,"Aulacoseira granulata",236.4444444
"NLA06608-0020",2007,"Botryococcus",8.444444444
"NLA06608-0020",2007,"Ceratium",33.77777778
"NLA06608-0020",2007,"Chlorella",42.22222222
"NLA06608-0020",2007,"Chroomonas acuta",33.77777778
"NLA06608-0020",2007,"Closterium",16.88888889
"NLA06608-0020",2007,"Cryptomonas",16.88888889
"NLA06608-0020",2007,"Diatoms (dead)",76
"NLA06608-0020",2007,"Discostella",16.88888889
"NLA06608-0020",2007,"Gymnodinium sp. (large)",25.33333333
"NLA06608-0020",2007,"Gymnodinium sp. (small)",42.22222222
"NLA06608-0020",2007,"Heterocontophyta",1207.555556
"NLA06608-0020",2007,"Lyngbya",59.11111111
"NLA06608-0020",2007,"Peridinium",50.66666667
"NLA06608-0020",2007,"Phacus",8.444444444
"NLA06608-0020",2007,"Planktothrix agardhii",253.3333333
"NLA06608-0020",2007,"Pseudokephyrion",16.88888889
"NLA06608-0020",2007,"Puncticulata",42.22222222
"NLA06608-0020",2007,"Raphidiopsis",25.33333333
"NLA06608-0020",2007,"Synechococcus",548.8888889
"NLA06608-0021",2007,"Anabaena",39.83781762
"NLA06608-0021",2007,"Aphanocapsa",73.69996259
"NLA06608-0021",2007,"Chrysophyta 2",185.2458519
"NLA06608-0021",2007,"Chrysophyte",27.88647233
"NLA06608-0021",2007,"Cryptomonas",23.90269057
"NLA06608-0021",2007,"Dinobryon",47.80538114
"NLA06608-0021",2007,"Eremosphaera",1.991890881
"NLA06608-0021",2007,"Gomphonema",1.991890881
"NLA06608-0021",2007,"Lyngbya",79.67563523
"NLA06608-0021",2007,"Mallomonas",3.983781762
"NLA06608-0021",2007,"Microcystis",597.5672642
"NLA06608-0021",2007,"Peridinium",203.1728698
"NLA06608-0021",2007,"Trachelomonas",7.967563523
"NLA06608-0021",2007,"Westella",9.959454404
"NLA06608-0023",2007,"Achnanthidium",13.51111111
"NLA06608-0023",2007,"Ankistrodesmus",9.007407407
"NLA06608-0023",2007,"Aphanizomenon",4.503703704
"NLA06608-0023",2007,"Ceratium",13.51111111
"NLA06608-0023",2007,"Chlorella",36.02962963
"NLA06608-0023",2007,"Chromulina",9.007407407
"NLA06608-0023",2007,"Chroococcus",76.56296296
"NLA06608-0023",2007,"Chroomonas acuta",94.57777778
"NLA06608-0023",2007,"Chrysochromulina",9.007407407
"NLA06608-0023",2007,"Cosmarium",4.503703704
"NLA06608-0023",2007,"Crucigenia",22.51851852
"NLA06608-0023",2007,"Cryptomonas",90.07407407
"NLA06608-0023",2007,"Diatoms (dead)",4.503703704
"NLA06608-0023",2007,"Diatoms (dead)",9.007407407
"NLA06608-0023",2007,"Discostella",45.03703704
"NLA06608-0023",2007,"Elakatothrix",13.51111111
"NLA06608-0023",2007,"Gymnodinium sp. (small)",9.007407407
"NLA06608-0023",2007,"Heterocontophyta",499.9111111
"NLA06608-0023",2007,"Merismopedia",27.02222222
"NLA06608-0023",2007,"Microcystis",6485.333333
"NLA06608-0023",2007,"Navicula",4.503703704
"NLA06608-0023",2007,"Peridinium",13.51111111
"NLA06608-0023",2007,"Planktosphaeria",9.007407407
"NLA06608-0023",2007,"Pyrenomonas",58.54814815
"NLA06608-0023",2007,"Scenedesmus",31.52592593
"NLA06608-0023",2007,"Synechococcus",387.3185185
"NLA06608-0023",2007,"Synechocystis",427.8518519
"NLA06608-0023",2007,"Tetraedron",4.503703704
"NLA06608-0023",2007,"Trachelomonas",9.007407407
"NLA06608-0024",2007,"Anabaena",312.4444444
"NLA06608-0024",2007,"Ankistrodesmus",33.77777778
"NLA06608-0024",2007,"Aulacoseira granulata",84.44444444
"NLA06608-0024",2007,"Chlorella",59.11111111
"NLA06608-0024",2007,"Chroococcus",42.22222222
"NLA06608-0024",2007,"Closterium",8.444444444
"NLA06608-0024",2007,"Cosmarium",8.444444444
"NLA06608-0024",2007,"Crucigenia",33.77777778
"NLA06608-0024",2007,"Cryptomonas",160.4444444
"NLA06608-0024",2007,"Discostella",8.444444444
"NLA06608-0024",2007,"Elakatothrix",16.88888889
"NLA06608-0024",2007,"Fragilaria capucina",50.66666667
"NLA06608-0024",2007,"Gymnodinium sp. (small)",8.444444444
"NLA06608-0024",2007,"Heterocontophyta",413.7777778
"NLA06608-0024",2007,"Lyngbya",295.5555556
"NLA06608-0024",2007,"Merismopedia",143.5555556
"NLA06608-0024",2007,"Microcystis",14777.77778
"NLA06608-0024",2007,"Navicula",8.444444444
"NLA06608-0024",2007,"Nitzschia",8.444444444
"NLA06608-0024",2007,"Oocystis",84.44444444
"NLA06608-0024",2007,"Phacus",8.444444444
"NLA06608-0024",2007,"Planktothrix agardhii",396.8888889
"NLA06608-0024",2007,"Radiococcus",608
"NLA06608-0024",2007,"Raphidiopsis",1900
"NLA06608-0024",2007,"Scenedesmus",76
"NLA06608-0024",2007,"Synechocystis",574.2222222
"NLA06608-0024",2007,"Synedra",76
"NLA06608-0025",2007,"Ankistrodesmus",5.196581197
"NLA06608-0025",2007,"Aulacoseira distans",62.35897436
"NLA06608-0025",2007,"Botryococcus",2.598290598
"NLA06608-0025",2007,"Chlamydocapsa",23.38461538
"NLA06608-0025",2007,"Chroococcus",10.39316239
"NLA06608-0025",2007,"Chroomonas acuta",18.18803419
"NLA06608-0025",2007,"Cosmarium",5.196581197
"NLA06608-0025",2007,"Cryptomonas",18.18803419
"NLA06608-0025",2007,"Dictyosphaerium",10.39316239
"NLA06608-0025",2007,"Dinobryon",33.77777778
"NLA06608-0025",2007,"Discostella",23.38461538
"NLA06608-0025",2007,"Gomphosphaeria",114.3247863
"NLA06608-0025",2007,"Gymnodinium sp. (small)",5.196581197
"NLA06608-0025",2007,"Heterocontophyta",239.042735
"NLA06608-0025",2007,"Microcystis",2572.307692
"NLA06608-0025",2007,"Monoraphidium",7.794871795
"NLA06608-0025",2007,"Oocystis",51.96581197
"NLA06608-0025",2007,"Oscillatoria sp. (small)",15.58974359
"NLA06608-0025",2007,"Peridinium",5.196581197
"NLA06608-0025",2007,"Planktosphaeria",127.3162393
"NLA06608-0025",2007,"Puncticulata",2.598290598
"NLA06608-0025",2007,"Pyrenomonas",5.196581197
"NLA06608-0025",2007,"Radiococcus",38.97435897
"NLA06608-0025",2007,"Synechococcus",493.6752137
"NLA06608-0029",2007,"Actinastrum",139.4323617
"NLA06608-0029",2007,"Anabaena",2191.079969
"NLA06608-0029",2007,"Aulacoseira",3007.75523
"NLA06608-0029",2007,"Chlorophyta coccoid",39.83781762
"NLA06608-0029",2007,"Chroococcus",2390.269057
"NLA06608-0029",2007,"Coelastrum",398.3781762
"NLA06608-0029",2007,"Coelosphaerium",796.7563523
"NLA06608-0029",2007,"Cosmarium",39.83781762
"NLA06608-0029",2007,"Cryptomonas",19.91890881
"NLA06608-0029",2007,"Cyclotella",119.5134528
"NLA06608-0029",2007,"Cylindrospermum",836.5941699
"NLA06608-0029",2007,"Diatoms (dead)",139.4323617
"NLA06608-0029",2007,"Euastrum",19.91890881
"NLA06608-0029",2007,"Euglena",19.91890881
"NLA06608-0029",2007,"Fragilaria",179.2701793
"NLA06608-0029",2007,"Golenkinia",59.75672642
"NLA06608-0029",2007,"Kirchneriella",99.59454404
"NLA06608-0029",2007,"Lyngbya",3983.781762
"NLA06608-0029",2007,"Merismopedia",796.7563523
"NLA06608-0029",2007,"Microcystis",32268.63227
"NLA06608-0029",2007,"Navicula",59.75672642
"NLA06608-0029",2007,"Nitzschia",298.7836321
"NLA06608-0029",2007,"Oscillatoria",1493.918161
"NLA06608-0029",2007,"Planktolyngbya",1354.485799
"NLA06608-0029",2007,"Raphidiopsis",19.91890881
"NLA06608-0029",2007,"Scenedesmus",1673.18834
"NLA06608-0029",2007,"Sphaerocystis",1314.647981
"NLA06608-0029",2007,"Synechococcus",39.83781762
"NLA06608-0029",2007,"Synedra",39.83781762
"NLA06608-0029",2007,"Volvox",995.9454404
"NLA06608-0031",2007,"Chromulina",8.444444444
"NLA06608-0031",2007,"Chroomonas acuta",59.11111111
"NLA06608-0031",2007,"Cryptomonas",50.66666667
"NLA06608-0031",2007,"Diatoms (dead)",8.444444444
"NLA06608-0031",2007,"Discostella glomerata",16.88888889
"NLA06608-0031",2007,"Discostella stelligera",33.77777778
"NLA06608-0031",2007,"Gymnodinium sp. (large)",16.88888889
"NLA06608-0031",2007,"Gymnodinium sp. (small)",168.8888889
"NLA06608-0031",2007,"Heterocontophyta",2237.777778
"NLA06608-0031",2007,"Kephyrion",8.444444444
"NLA06608-0031",2007,"Microcystis",14946.66667
"NLA06608-0031",2007,"Peridinium",25.33333333
"NLA06608-0031",2007,"Puncticulata comta",25.33333333
"NLA06608-0031",2007,"Pyrenomonas",50.66666667
"NLA06608-0031",2007,"Synechococcus",616.4444444
"NLA06608-0031",2007,"Synechocystis",228
"NLA06608-0031",2007,"Trachelomonas",33.77777778
"NLA06608-0033",2007,"Achnanthidium",142.5992597
"NLA06608-0033",2007,"Amphora",57.03970388
