"class","site","year","sp","ab"
"Arachnida",11,1980,"Zygoballus_bettini",1
"Arachnida",11,1980,"Callobius_sp.",1
"Arachnida",11,1980,"Clubiona_sp.",1
"Arachnida",11,1980,"Centromerus_latidens",2
"Arachnida",11,1980,"Ceraticelus_fissiceps",2
"Arachnida",11,1980,"Pholcomma_hirsutum",2
"Arachnida",11,1980,"Anyphaena_celer",2
"Arachnida",11,1980,"Marpissa_lineata",2
"Arachnida",11,1980,"Prolinyphia_marginata",3
"Arachnida",11,1980,"Dictyna_muraria",4
"Arachnida",11,1980,"Xysticus_ferox",4
"Arachnida",11,1980,"Castianeira_cingulata",5
"Arachnida",11,1980,"Eperigone_maculata",6
"Arachnida",11,1980,"Pisaurina_mira",6
"Arachnida",11,1980,"Litopyllus_temporarius",6
"Arachnida",11,1980,"Eperigone_maculata",6
"Arachnida",11,1980,"Hahnia_flaviceps",7
"Arachnida",11,1980,"Steatoda_albomaculata",8
"Arachnida",11,1980,"Theridion_frondeum",8
"Arachnida",11,1980,"Circurina_robusta",8
"Arachnida",11,1980,"Aglenopis_pennsylvanica",10
"Arachnida",11,1980,"Mysmena_guttata",11
"Arachnida",11,1980,"Phrurotimpus_borealis",11
"Arachnida",11,1980,"Lepthyphantes_zebra",13
"Arachnida",11,1980,"Neriene_varibilis",16
"Arachnida",11,1980,"Centromerus_cornipalpus",17
"Arachnida",11,1980,"Wadotes_calcaratus",22
"Arachnida",11,1980,"Xysticus_fraternus",27
"Arachnida",11,1980,"Microneta_viaria",42
"Arachnida",11,1980,"Schizocosa_ocreata",42
"Arachnida",11,1980,"Phrurotimpus_alarius",47
"Arachnida",11,1980,"Helophora_insignis",75
"Arachnida",11,1980,"Pirata_minutus",97
"Arachnida",11,1980,"Neoantistea_magna",168
"Arachnida",12,1980,"Meioneta_unimaculata",1
"Arachnida",12,1980,"Pholcomma_hirsutum",1
"Arachnida",12,1980,"Drassyllus_virginianus",1
"Arachnida",12,1980,"Philodromus_marxi",1
"Arachnida",12,1980,"Tamarus_angulatus",1
"Arachnida",12,1980,"Dictyna_muraria",2
"Arachnida",12,1980,"Callobius_sp.",2
"Arachnida",12,1980,"Ceraticelus_fissiceps",2
"Arachnida",12,1980,"Ceratinopsis_atolma",2
"Arachnida",12,1980,"Centromerus_latidens",3
"Arachnida",12,1980,"Zygoballus_bettini",3
"Arachnida",12,1980,"Litopyllus_temporarius",4
"Arachnida",12,1980,"Clubiona_sp.",4
"Arachnida",12,1980,"Pisaurina_mira",5
"Arachnida",12,1980,"Eris_marginata",6
"Arachnida",12,1980,"Circurina_robusta",7
"Arachnida",12,1980,"Phrurotimpus_borealis",7
"Arachnida",12,1980,"Eperigone_maculata",8
"Arachnida",12,1980,"Aglenopis_pennsylvanica",8
"Arachnida",12,1980,"Castianeira_cingulata",8
"Arachnida",12,1980,"Eperigone_maculata",8
"Arachnida",12,1980,"Prolinyphia_marginata",12
"Arachnida",12,1980,"Anyphaena_celer",12
"Arachnida",12,1980,"Wadotes_calcaratus",13
"Arachnida",12,1980,"Neriene_varibilis",17
"Arachnida",12,1980,"Steatoda_albomaculata",21
"Arachnida",12,1980,"Xysticus_fraternus",22
"Arachnida",12,1980,"Centromerus_cornipalpus",23
"Arachnida",12,1980,"Phrurotimpus_alarius",23
"Arachnida",12,1980,"Mysmena_guttata",24
"Arachnida",12,1980,"Theridion_frondeum",29
"Arachnida",12,1980,"Helophora_insignis",36
"Arachnida",12,1980,"Lepthyphantes_zebra",39
"Arachnida",12,1980,"Microneta_viaria",39
"Arachnida",12,1980,"Schizocosa_ocreata",41
"Arachnida",12,1980,"Pirata_minutus",136
"Arachnida",12,1980,"Neoantistea_magna",439
"Arachnida",13,1980,"Bathyphantes_pallida",1
"Arachnida",13,1980,"Ceratinopsis_atolma",1
"Arachnida",13,1980,"Euryopis_limbata",1
"Arachnida",13,1980,"Pisanaurina_breviceps",1
"Arachnida",13,1980,"Centromerus_latidens",2
"Arachnida",13,1980,"Meioneta_unimaculata",2
"Arachnida",13,1980,"Pholcomma_hirsutum",2
"Arachnida",13,1980,"Litopyllus_temporarius",2
"Arachnida",13,1980,"Clubiona_sp.",2
"Arachnida",13,1980,"Philodromus_marxi",2
"Arachnida",13,1980,"Zygoballus_bettini",2
"Arachnida",13,1980,"Dictyna_muraria",3
"Arachnida",13,1980,"Prolinyphia_marginata",3
"Arachnida",13,1980,"Mysmena_guttata",3
"Arachnida",13,1980,"Eris_marginata",4
"Arachnida",13,1980,"Hahnia_flaviceps",6
"Arachnida",13,1980,"Theridion_frondeum",7
"Arachnida",13,1980,"Pisaurina_mira",7
"Arachnida",13,1980,"Aglenopis_pennsylvanica",8
"Arachnida",13,1980,"Circurina_robusta",8
"Arachnida",13,1980,"Eperigone_maculata",13
"Arachnida",13,1980,"Castianeira_cingulata",13
"Arachnida",13,1980,"Phrurotimpus_borealis",13
"Arachnida",13,1980,"Anyphaena_celer",13
"Arachnida",13,1980,"maculata_sp.",13
"Arachnida",13,1980,"Lepthyphantes_zebra",14
"Arachnida",13,1980,"Neriene_varibilis",18
"Arachnida",13,1980,"Steatoda_albomaculata",18
"Arachnida",13,1980,"Wadotes_calcaratus",23
"Arachnida",13,1980,"Xysticus_fraternus",24
"Arachnida",13,1980,"Microneta_viaria",27
"Arachnida",13,1980,"Centromerus_cornipalpus",43
"Arachnida",13,1980,"Schizocosa_ocreata",61
"Arachnida",13,1980,"Helophora_insignis",72
"Arachnida",13,1980,"Phrurotimpus_alarius",81
"Arachnida",13,1980,"Pirata_minutus",118
"Arachnida",13,1980,"Neoantistea_magna",213
"Arachnida",14,1980,"Callobius_sp.",1
"Arachnida",14,1980,"Ceratinopsis_atolma",1
"Arachnida",14,1980,"Eperigone_tridentata",1
"Arachnida",14,1980,"Euryopis_limbata",1
"Arachnida",14,1980,"Circurina_robusta",1
"Arachnida",14,1980,"Philodromus_marxi",1
"Arachnida",14,1980,"Ceraticelus_fissiceps",2
"Arachnida",14,1980,"Corniculari_sp.",2
"Arachnida",14,1980,"Hahnia_flaviceps",2
"Arachnida",14,1980,"Lycosa_helluo",2
"Arachnida",14,1980,"Drassyllus_virginianus",2
"Arachnida",14,1980,"Zygoballus_bettini",2
"Arachnida",14,1980,"Centromerus_latidens",3
"Arachnida",14,1980,"Prolinyphia_marginata",3
"Arachnida",14,1980,"Dictyna_muraria",4
"Arachnida",14,1980,"Clubiona_sp.",4
"Arachnida",14,1980,"Bathyphantes_pallida",5
"Arachnida",14,1980,"Pisaurina_mira",5
"Arachnida",14,1980,"Xysticus_fraternus",5
"Arachnida",14,1980,"Pholcomma_hirsutum",6
"Arachnida",14,1980,"Litopyllus_temporarius",7
"Arachnida",14,1980,"Castianeira_cingulata",7
"Arachnida",14,1980,"Phrurotimpus_borealis",10
"Arachnida",14,1980,"Eris_marginata",10
"Arachnida",14,1980,"Anyphaena_celer",14
"Arachnida",14,1980,"Wadotes_calcaratus",16
"Arachnida",14,1980,"Mysmena_guttata",17
"Arachnida",14,1980,"Aglenopis_pennsylvanica",17
"Arachnida",14,1980,"Eperigone_maculata",18
"Arachnida",14,1980,"Eperigone_maculata",18
"Arachnida",14,1980,"Centromerus_cornipalpus",19
"Arachnida",14,1980,"Phrurotimpus_alarius",23
"Arachnida",14,1980,"Steatoda_albomaculata",35
"Arachnida",14,1980,"Lepthyphantes_zebra",36
"Arachnida",14,1980,"Neriene_varibilis",36
"Arachnida",14,1980,"Helophora_insignis",40
"Arachnida",14,1980,"Theridion_frondeum",46
"Arachnida",14,1980,"Schizocosa_ocreata",49
"Arachnida",14,1980,"Microneta_viaria",56
"Arachnida",14,1980,"Pirata_minutus",119
"Arachnida",14,1980,"Neoantistea_magna",488
"Arachnida",15,1980,"Centromerus_latidens",1
"Arachnida",15,1980,"Ceraticelus_fissiceps",1
"Arachnida",15,1980,"Ceratinopsis_atolma",1
"Arachnida",15,1980,"Islandia_sp.",1
"Arachnida",15,1980,"Eris_marginata",1
"Arachnida",15,1980,"Corniculari_sp.",1
"Arachnida",15,1980,"Islandia_sp.",1
"Arachnida",15,1980,"Bathyphantes_pallida",2
"Arachnida",15,1980,"Pholcomma_hirsutum",2
"Arachnida",15,1980,"Pisaurina_mira",3
"Arachnida",15,1980,"Clubiona_sp.",3
"Arachnida",15,1980,"Tamarus_angulatus",3
"Arachnida",15,1980,"Marpissa_lineata",3
"Arachnida",15,1980,"Clubonia_sp.",3
"Arachnida",15,1980,"Meioneta_unimaculata",4
"Arachnida",15,1980,"Prolinyphia_marginata",4
"Arachnida",15,1980,"Mysmena_guttata",5
"Arachnida",15,1980,"Theridion_frondeum",5
"Arachnida",15,1980,"Litopyllus_temporarius",5
"Arachnida",15,1980,"Hahnia_flaviceps",6
"Arachnida",15,1980,"Aglenopis_pennsylvanica",6
"Arachnida",15,1980,"Anyphaena_celer",7
"Arachnida",15,1980,"Eperigone_maculata",8
"Arachnida",15,1980,"Drassyllus_virginianus",8
"Arachnida",15,1980,"Castianeira_cingulata",9
"Arachnida",15,1980,"Circurina_robusta",14
"Arachnida",15,1980,"Phrurotimpus_borealis",19
"Arachnida",15,1980,"Steatoda_albomaculata",20
"Arachnida",15,1980,"Centromerus_cornipalpus",23
"Arachnida",15,1980,"Lepthyphantes_zebra",24
"Arachnida",15,1980,"Neriene_varibilis",25
"Arachnida",15,1980,"Wadotes_calcaratus",27
"Arachnida",15,1980,"Xysticus_fraternus",34
"Arachnida",15,1980,"Schizocosa_ocreata",50
"Arachnida",15,1980,"Helophora_insignis",71
"Arachnida",15,1980,"Microneta_viaria",82
"Arachnida",15,1980,"Phrurotimpus_alarius",88
"Arachnida",15,1980,"Pirata_minutus",116
"Arachnida",15,1980,"Neoantistea_magna",234
"Arachnida",75,1990,"Dipoena_tristis",1
"Arachnida",75,1990,"Lepthyphantes_obscurus",1
"Arachnida",75,1990,"Cyclosa_conica",3
"Arachnida",75,1990,"Gibbaranea_omoeda",4
"Arachnida",75,1990,"Clubiona_subsultans",4
"Arachnida",75,1990,"Estrandia_grandaeva",5
"Arachnida",75,1990,"Philodroma_sp.",5
"Arachnida",75,1990,"Pityohyphantes_phrygianus",6
"Arachnida",75,1990,"Tetragnatha_pinicola",11
"Arachnida",75,1990,"Dictyna_schmidti",12
"Arachnida",75,1990,"Lepthyphantes_expunctus",31
"Arachnida",75,1990,"Araneus_nordmanni",93
"Arachnida",75,1990,"Lepthyphantes_suffusus",107
"Arachnida",76,1990,"Tetragnatha_pinicola",1
"Arachnida",76,1990,"Gibbaranea_omoeda",1
"Arachnida",76,1990,"Erigone_atra",1
"Arachnida",76,1990,"Lepthyphantes_alacris",1
"Arachnida",76,1990,"Philodroma_sp.",1
"Arachnida",76,1990,"Dictyna_schmidti",2
"Arachnida",76,1990,"Pityohyphantes_phrygianus",2
"Arachnida",76,1990,"Estrandia_grandaeva",5
"Arachnida",76,1990,"Lepthyphantes_expunctus",7
"Arachnida",76,1990,"Lepthyphantes_suffusus",25
"Arachnida",76,1990,"Araneus_nordmanni",42
"Arachnida",149,2008,"Malthonica_oceanica",1
"Arachnida",149,2008,"Phrurolithus_sp.",1
"Arachnida",149,2008,"Archaeodictyna_ammophila",1
"Arachnida",149,2008,"Eresus_kollari",1
"Arachnida",149,2008,"Drassodes_pubescens",1
"Arachnida",149,2008,"Hahnia_candida",1
"Arachnida",149,2008,"Alopecosa_pulverulenta",1
"Arachnida",149,2008,"Philodromus_pulchelus",1
"Arachnida",149,2008,"Yllenus_squamifer",1
"Arachnida",149,2008,"Pardosa_proxima",2
"Arachnida",149,2008,"Pisaura_mirabilis",2
"Arachnida",149,2008,"Ozyptila_umbraculorum",2
"Arachnida",149,2008,"Xysticus_bliteus",3
"Arachnida",149,2008,"Zelotes_manius",4
"Arachnida",149,2008,"Alopecosa_albofasciata",4
"Arachnida",149,2008,"Pellenes_geniculatus",4
"Arachnida",149,2008,"Xysticus_cristatus",4
"Arachnida",149,2008,"Phlegra_bresnieri",6
"Arachnida",149,2008,"Drassodes_lapidosus",7
"Arachnida",149,2008,"Tegenaria_sp.",12
"Arachnida",149,2008,"Euophrys_gambosa",17
"Arachnida",149,2008,"Haplodrassus_dalmatensis",23
"Arachnida",149,2008,"Zelotes_fulvopilosus",90
"Arachnida",149,2008,"Zodarion_machadoi",167
"Arachnida",150,2008,"Drassyllus_praeficus",1
"Arachnida",150,2008,"Alopecosa_pulverulenta",1
"Arachnida",150,2008,"Pardosa_proxima",1
"Arachnida",150,2008,"Pisaura_mirabilis",1
"Arachnida",150,2008,"Phlegra_bresnieri",1
"Arachnida",150,2008,"Malthonica_oceanica",2
"Arachnida",150,2008,"Haplodrassus_dalmatensis",2
"Arachnida",150,2008,"Euophrys_semiglabrata",2
"Arachnida",150,2008,"Sitticus_saltator",2
"Arachnida",150,2008,"Xysticus_cristatus",3
"Arachnida",150,2008,"Arctosa_personata",4
"Arachnida",150,2008,"Zelotes_tenuis",7
"Arachnida",150,2008,"Alopecosa_albofasciata",7
"Arachnida",150,2008,"Tegenaria_sp.",11
"Arachnida",150,2008,"Thanatus_vulgaris",11
"Arachnida",150,2008,"Zelotes_fulvopilosus",42
"Arachnida",150,2008,"Zelotes_manius",49
"Arachnida",150,2008,"Zodarion_machadoi",138
"Arachnida",150,2008,"Euophrys_gambosa",145
"Arachnida",151,2008,"Drassyllus_praeficus",1
"Arachnida",151,2008,"Pardosa_nigriceps",1
"Arachnida",151,2008,"Pisaura_mirabilis",1
"Arachnida",151,2008,"Salticus_propinquus",1
"Arachnida",151,2008,"Sitticus_saltator",1
"Arachnida",151,2008,"Drassodes_pubescens",2
"Arachnida",151,2008,"Philodromus_pulchelus",2
"Arachnida",151,2008,"Phlegra_bresnieri",3
"Arachnida",151,2008,"Xysticus_bliteus",4
"Arachnida",151,2008,"Haplodrassus_dalmatensis",5
"Arachnida",151,2008,"Xysticus_cristatus",5
"Arachnida",151,2008,"Arctosa_personata",8
"Arachnida",151,2008,"Zelotes_fulvopilosus",13
"Arachnida",151,2008,"Ozyptila_pauxilla",15
"Arachnida",151,2008,"Tegenaria_sp.",16
"Arachnida",151,2008,"Euophrys_gambosa",17
"Arachnida",151,2008,"Thanatus_vulgaris",20
"Arachnida",151,2008,"Zelotes_manius",32
"Arachnida",151,2008,"Alopecosa_albofasciata",64
"Arachnida",151,2008,"Zodarion_machadoi",223
"Arachnida",152,2008,"Leptodrassus_albidus",1
"Arachnida",152,2008,"Agroeca_inopina",1
"Arachnida",152,2008,"Arctosa_variana",1
"Arachnida",152,2008,"Neon_levis",1
"Arachnida",152,2008,"Phlegra_bresnieri",1
"Arachnida",152,2008,"Sitticus_saltator",1
"Arachnida",152,2008,"Malthonica_ramblae",2
"Arachnida",152,2008,"Dysdera_fuscipes",2
"Arachnida",152,2008,"Drassodes_lapidosus",2
"Arachnida",152,2008,"Scotina_celans",2
"Arachnida",152,2008,"Oonops_tubulatus",2
"Arachnida",152,2008,"Xysticus_bliteus",2
"Arachnida",152,2008,"Euophrys_semiglabrata",3
"Arachnida",152,2008,"Zelotes_thoreli",4
"Arachnida",152,2008,"Euophrys_frontalis",4
"Arachnida",152,2008,"Malthonica_oceanica",5
"Arachnida",152,2008,"Zelotes_manius",5
"Arachnida",152,2008,"Xysticus_cristatus",5
"Arachnida",152,2008,"Drassodes_pubescens",11
"Arachnida",152,2008,"Arctosa_personata",12
"Arachnida",152,2008,"Ozyptila_pauxilla",20
"Arachnida",152,2008,"Euophrys_gambosa",39
"Arachnida",152,2008,"Zelotes_fulvopilosus",40
"Arachnida",152,2008,"Phrurolithus_sp.",51
"Arachnida",152,2008,"Tegenaria_sp.",52
"Arachnida",152,2008,"Zodarion_machadoi",121
"Arachnida",152,2008,"Alopecosa_albofasciata",162
"Arachnida",153,2008,"Malthonica_ramblae",1
"Arachnida",153,2008,"Phrurolithus_sp.",1
"Arachnida",153,2008,"Pardosa_nigriceps",1
"Arachnida",153,2008,"Euophrys_semiglabrata",1
"Arachnida",153,2008,"Malthonica_oceanica",2
"Arachnida",153,2008,"Dysdera_crocata",2
"Arachnida",153,2008,"Drassodes_pubescens",2
"Arachnida",153,2008,"Haplodrassus_dalmatensis",2
"Arachnida",153,2008,"Oonops_tubulatus",2
"Arachnida",153,2008,"Xysticus_bliteus",2
"Arachnida",153,2008,"Leptodrassus_albidus",3
"Arachnida",153,2008,"Zelotes_thoreli",3
"Arachnida",153,2008,"Phlegra_bresnieri",8
"Arachnida",153,2008,"Xysticus_cristatus",9
"Arachnida",153,2008,"Drassodes_lapidosus",12
"Arachnida",153,2008,"Zelotes_manius",16
"Arachnida",153,2008,"Zelotes_fulvopilosus",21
"Arachnida",153,2008,"Tegenaria_montigena",32
"Arachnida",153,2008,"Alopecosa_albofasciata",73
"Arachnida",153,2008,"Zodarion_machadoi",96
"Arachnida",153,2008,"Euophrys_gambosa",138
"Arachnida",154,2008,"Dysdera_machadoi",1
"Arachnida",154,2008,"Neon_convolutus",1
"Arachnida",154,2008,"Sitticus_saltator",1
"Arachnida",154,2008,"Xysticus_kochi",1
"Arachnida",154,2008,"Rhode_scutiventris",2
"Arachnida",154,2008,"Xysticus_cristatus",2
"Arachnida",154,2008,"Drassodes_pubescens",3
"Arachnida",154,2008,"Hahnia_candida",3
"Arachnida",154,2008,"Neon_levis",3
"Arachnida",154,2008,"Malthonica_ramblae",4
"Arachnida",154,2008,"Zelotes_lagrecai",4
"Arachnida",154,2008,"Arctosa_perita",4
"Arachnida",154,2008,"Pardosa_proxima",4
"Arachnida",154,2008,"Leptodrassus_albidus",5
"Arachnida",154,2008,"Alopecosa_simoni",5
"Arachnida",154,2008,"Yllenus_squamifer",5
"Arachnida",154,2008,"Ozyptila_pauxilla",6
"Arachnida",154,2008,"Aelurillus_v-insignitus",7
"Arachnida",154,2008,"Drassodes_lapidosus",8
"Arachnida",154,2008,"Phlegra_bresnieri",8
"Arachnida",154,2008,"Xysticus_bliteus",11
"Arachnida",154,2008,"Arctosa_variana",14
"Arachnida",154,2008,"Malthonica_lusitanica",15
"Arachnida",154,2008,"Phrurolithus_sp.",15
"Arachnida",154,2008,"Zodarion_atlanticum",19
"Arachnida",154,2008,"Euophrys_gambosa",25
"Arachnida",154,2008,"Alopecosa_albofasciata",121
"Arachnida",154,2008,"Haplodrassus_dalmatensis",147
"Arachnida",155,2008,"Phrurolithus_minimus",1
"Arachnida",155,2008,"Drassodes_lapidosus",1
"Arachnida",155,2008,"Zelotes_civicus",1
"Arachnida",155,2008,"Hahnia_candida",1
"Arachnida",155,2008,"Pellenes_sp.",1
"Arachnida",155,2008,"Phlegra_bresnieri",1
"Arachnida",155,2008,"Pseudeuophrys_erratica",1
"Arachnida",155,2008,"Zora_manicata",1
"Arachnida",155,2008,"Dysdera_crocata",2
"Arachnida",155,2008,"Drassodes_pubescens",2
"Arachnida",155,2008,"Pardosa_nigriceps",2
"Arachnida",155,2008,"Oonops_sp.",2
"Arachnida",155,2008,"Pisaura_mirabilis",2
"Arachnida",155,2008,"Zelotes_lagrecai",3
"Arachnida",155,2008,"Alopecosa_simoni",3
"Arachnida",155,2008,"Xysticus_cristatus",4
"Arachnida",155,2008,"Zelotes_fulvopilosus",5
"Arachnida",155,2008,"Haplodrassus_signifer",7
"Arachnida",155,2008,"Yllenus_squamifer",7
"Arachnida",155,2008,"Malthonica_lusitanica",8
"Arachnida",155,2008,"Phrurolithus_sp.",12
"Arachnida",155,2008,"Alopecosa_albofasciata",43
"Arachnida",155,2008,"Haplodrassus_dalmatensis",44
"Arachnida",155,2008,"Euophrys_gambosa",116
"Arachnida",155,2008,"Zodarion_viduum",938
"Arachnida",156,2008,"Phrurolithus_sp.",1
"Arachnida",156,2008,"Dysdera_lusitanica",1
"Arachnida",156,2008,"Zelotes_fulvopilosus",1
"Arachnida",156,2008,"Alopecosa_albofasciata",1
"Arachnida",156,2008,"Pisaura_mirabilis",1
"Arachnida",156,2008,"Pellenes_geniculatus",1
"Arachnida",156,2008,"Pseudeuophrys_erratica",1
"Arachnida",156,2008,"Yllenus_squamifer",1
"Arachnida",156,2008,"Xysticus_cristatus",1
"Arachnida",156,2008,"Dysdera_fuscipes",2
"Arachnida",156,2008,"Leptodrassus_femineus",2
"Arachnida",156,2008,"Zelotes_civicus",2
"Arachnida",156,2008,"Zelotes_lagrecai",2
"Arachnida",156,2008,"Neon_robustus",2
"Arachnida",156,2008,"Haplodrassus_signifer",3
"Arachnida",156,2008,"Phlegra_bresnieri",4
"Arachnida",156,2008,"Drassodes_pubescens",5
"Arachnida",156,2008,"Alopecosa_simoni",8
"Arachnida",156,2008,"Liophrurillus_flavitarsis",9
"Arachnida",156,2008,"Zora_manicata",9
"Arachnida",156,2008,"Malthonica_lusitanica",10
"Arachnida",156,2008,"Haplodrassus_dalmatensis",16
"Arachnida",156,2008,"Euophrys_gambosa",181
"Arachnida",156,2008,"Zodarion_viduum",1205
"Arachnida",157,2008,"Tibellus_oblongus",1
"Arachnida",157,2008,"Dysdera_fuscipes",1
"Arachnida",157,2008,"Dysdera_lusitanica",1
"Arachnida",157,2008,"Haplodrassus_signifer",1
"Arachnida",157,2008,"Micaria_triguttata",1
"Arachnida",157,2008,"Alopecosa_simoni",1
"Arachnida",157,2008,"Cheiracanthium_sp.",1
"Arachnida",157,2008,"Phlegra_bresnieri",1
"Arachnida",157,2008,"Synageles_hilarulus",1
"Arachnida",157,2008,"Xysticus_cristatus",1
"Arachnida",157,2008,"Zora_manicata",1
"Arachnida",157,2008,"Phrurolithus_sp.",2
"Arachnida",157,2008,"Zelotes_civicus",3
"Arachnida",157,2008,"Zelotes_lagrecai",4
"Arachnida",157,2008,"Yllenus_squamifer",5
"Arachnida",157,2008,"Zelotes_dentatidens",8
"Arachnida",157,2008,"Malthonica_lusitanica",11
"Arachnida",157,2008,"Euophrys_gambosa",101
"Arachnida",157,2008,"Haplodrassus_dalmatensis",111
"Arachnida",157,2008,"Zodarion_viduum",538
"Arachnida",158,2008,"Liophrurillus_flavitarsis",1
"Arachnida",158,2008,"Phrurolithus_sp.",1
"Arachnida",158,2008,"Lathys_sp.",1
"Arachnida",158,2008,"Dysdera_lusitanica",1
"Arachnida",158,2008,"Haplodrassus_dalmatensis",1
"Arachnida",158,2008,"Phaeocedus_braccatus",1
"Arachnida",158,2008,"Oonops_sp.",1
"Arachnida",158,2008,"Pellenes_sp.",1
"Arachnida",158,2008,"Yllenus_squamifer",1
"Arachnida",158,2008,"Dysdera_fuscipes",2
"Arachnida",158,2008,"Zelotes_tenuis",2
"Arachnida",158,2008,"Sitticus_saltator",2
"Arachnida",158,2008,"Drassodes_lapidosus",3
"Arachnida",158,2008,"Zelotes_lagrecai",4
"Arachnida",158,2008,"Cheiracanthium_sp.",4
"Arachnida",158,2008,"Leptodrassus_albidus",7
"Arachnida",158,2008,"Berlandina_plumalis",8
"Arachnida",158,2008,"Steatoda_albomaculata",10
"Arachnida",158,2008,"Titanoeca_monticola",12
"Arachnida",158,2008,"Zodarion_viduum",12
"Arachnida",158,2008,"Zelotes_dentatidens",24
"Arachnida",158,2008,"Euophrys_gambosa",56
"Arachnida",158,2008,"Malthonica_lusitanica",58
"Arachnida",159,2008,"Phrurolithus_sp.",1
"Arachnida",159,2008,"Alopecosa_albofasciata",1
"Arachnida",159,2008,"Phaeocedus_braccatus",2
"Arachnida",159,2008,"Zodarion_viduum",2
"Arachnida",159,2008,"Titanoeca_monticola",3
"Arachnida",159,2008,"Malthonica_oceanica",6
"Arachnida",159,2008,"Zelotes_dentatidens",6
"Arachnida",159,2008,"Yllenus_squamifer",6
"Arachnida",159,2008,"Berlandina_plumalis",8
"Arachnida",159,2008,"Tegenaria_montigena",9
"Arachnida",159,2008,"Zelotes_lagrecai",14
"Arachnida",159,2008,"Euophrys_gambosa",16
"Arachnida",161,2008,"Malthonica_oceanica",1
"Arachnida",161,2008,"Harpactea_sp.",1
"Arachnida",161,2008,"Haplodrassus_dalmatensis",1
"Arachnida",161,2008,"Nomisia_fagei",1
"Arachnida",161,2008,"Neon_levis",1
"Arachnida",161,2008,"Yllenus_squamifer",1
"Arachnida",161,2008,"Phrurolithus_sp.",2
"Arachnida",161,2008,"Micaria_dives",2
"Arachnida",161,2008,"Zelotes_lagrecai",2
"Arachnida",161,2008,"Dysdera_fuscipes",3
"Arachnida",161,2008,"Malthonica_lusitanica",4
"Arachnida",161,2008,"Dysdera_lusitanica",4
"Arachnida",161,2008,"Drassodes_luteomicans",4
"Arachnida",161,2008,"Euophrys_gambosa",8
"Arachnida",161,2008,"Tegenaria_montigena",10
"Arachnida",161,2008,"Zodarion_sp.",17
"Arachnida",162,2008,"Pardosa_proxima",1
"Arachnida",162,2008,"Cheiracanthium_sp.",1
"Arachnida",162,2008,"Oxyopes_nigripalpis",1
"Arachnida",162,2008,"Heliophanus_agricola",1
"Arachnida",162,2008,"Macaroeris_moebi",1
"Arachnida",162,2008,"Clubiona_vegeta",2
"Arachnida",162,2008,"Haplodrassus_dalmatensis",2
"Arachnida",162,2008,"Aelurillus_luctuosus",2
"Arachnida",162,2008,"Arctosa_perita",3
"Arachnida",162,2008,"Nemesia_sp.",3
"Arachnida",162,2008,"Thanatus_atratus",3
"Arachnida",162,2008,"Neaetha_cerussata",3
"Arachnida",162,2008,"Pellenes_sp.",4
"Arachnida",162,2008,"Yllenus_squamifer",5
"Arachnida",162,2008,"Euophrys_gambosa",8
"Arachnida",162,2008,"Callilepis_concolor",148
